1,0,0,-0.5,-1,-1
1,0,0,-0.279099115823305,-1,-1
1,1,0,-0.26772047280123,-1,-1
1,0,0,0,-1,-1
1,0,0,0,-1,-1
1,0,0,0,-1,-1
1,0,0,0,-1,-1
1,0,0,0,-1,-1
1,0,0,-0.687672925678988,-1,-1
1,0,0,0,-1,-1
0,0,1,1,1,-1
1,0,0,0,-1,-1
1,0,0,-0.688486935967218,-1,-1
1,0,0,-0.260462969152066,-1,-1
1,0,0,0,-1,-1
1,0,1,0,-1,-1
1,0,0,-0.717424461671022,-1,-1
1,0,0,0,-1,-1
1,0,0,0,-1,-1
1,0,0,-0.597491114521068,-1,-1
1,0,0,0,-1,-1
1,0,0,0,-1,-1
1,0,0,-0.651253488880911,-1,-1
1,0,0,0,-1,-1
1,0,1,0,-1,-1
1,0,0,-0.695913276015304,-1,-1
1,0,0,0.26772047280123,-1,-1
1,0,0,-0.334263069605895,-1,-1
1,0,0,0,-1,-1
1,0,0,0,-1,-1
1,0,0,0,-1,-1
1,0,0,-0.711028707218642,-1,-1
1,0,0,0,-1,-1
1,0,0,-0.455280739024842,-1,-1
1,0,0,-0.455280739024842,-1,-1
1,0,0,0.250791818903795,-1,-1
1,0,0,0.261800062963135,-1,-1
1,0,0,0,-1,-1
1,0,0,-0.424260987636853,-1,-1
1,0,1,-0.695913276015304,-1,-1
1,0,0,-0.672020869622631,-1,-1
1,0,1,-0.681259653925173,-1,-1
1,0,1,-0.366139763599385,-1,-1
1,0,0,0.253120885160279,-1,-1
1,0,0,0,-1,-1
1,0,0,0,-1,-1
1,0,0,0,-1,-1
1,0,0,-0.254823615488716,-1,-1
1,0,0,0,-1,-1
1,0,0,0,-1,-1
1,0,0,0,-1,-1
1,1,0,0,-1,-1
1,0,0,0,-1,-1
1,0,0,-0.322262127776768,-1,-1
1,0,0,-0.729794364387203,-1,-1
1,0,0,0,-1,-1
1,0,0,0,-1,-1
1,0,0,0,-1,-1
1,0,0,0.252180272892446,-1,-1
1,0,0,0,-1,-1
1,0,0,-0.749208181096205,-1,-1
1,0,0,0,-1,-1
1,0,0,0,-1,-1
1,0,0,0.252180272892446,-1,-1
1,0,0,0,-1,-1
1,0,1,-0.73227952719877,-1,-1
1,0,1,-0.318740346074827,-1,-1
1,0,0,0,-1,-1
1,0,0,-0.651253488880911,-1,-1
1,0,1,-0.5,-1,-1
0,0,1,1,1,-1
1,0,0,0,-1,-1
1,1,1,0,-1,-1
1,0,0,0,-1,-1
1,0,0,0.26772047280123,-1,-1
1,0,1,0,-1,-1
1,0,1,-0.655130790558505,-1,-1
1,0,1,-0.316357049161922,-1,-1
1,0,0,0,-1,-1
1,0,0,0,-1,-1
1,0,1,-0.356093333382902,-1,-1
1,0,0,0.250654960462191,-1,-1
1,0,1,-0.477359616510377,-1,-1
1,0,0,0,-1,-1
1,0,0,-0.56164335157298,-1,-1
1,0,0,0,-1,-1
1,0,0,-0.338793663196658,-1,-1
1,0,0,-0.26772047280123,-1,-1
1,0,0,0.254823615488716,-1,-1
1,0,0,0,-1,-1
1,0,0,-0.695913276015304,-1,-1
1,0,0,0,-1,-1
1,0,0,0,-1,-1
0,0,1,1,1,-1
1,0,0,0,-1,-1
1,0,0,-0.377200205713844,-1,-1
1,0,0,-0.56164335157298,-1,-1
1,0,0,-0.294642964265719,-1,-1
1,0,0,0,-1,-1
1,0,0,0,-1,-1
1,0,0,-0.285223287477277,-1,-1
1,0,0,0,-1,-1
1,0,0,0,-1,-1
1,0,0,0,-1,-1
1,0,0,0,-1,-1
1,0,0,-0.366139763599385,-1,-1
1,0,0,0,-1,-1
1,1,0,0,-1,-1
1,0,0,0,-1,-1
1,0,0,0,-1,-1
1,0,0,-0.73227952719877,-1,-1
1,0,0,0,-1,-1
1,0,1,-0.366139763599385,-1,-1
1,0,0,-0.749345039537809,-1,-1
1,0,0,-0.736597300142796,-1,-1
1,0,1,-0.633860236400615,-1,-1
1,0,0,-0.677737872223232,-1,-1
1,0,1,-0.688486935967218,-1,-1
1,0,0,-0.667593277686859,-1,-1
1,0,0,0,-1,-1
1,0,1,-0.43835664842702,-1,-1
1,1,0,0,-1,-1
1,0,0,-0.448134116488867,-1,-1
1,0,0,0,-1,-1
1,0,1,-0.366139763599385,-1,-1
1,0,0,-0.73227952719877,-1,-1
1,0,0,0,-1,-1
1,0,0,0,-1,-1
1,0,0,0,-1,-1
1,0,0,0,-1,-1
1,0,1,0,-1,-1
0,0,1,1,1,-1
1,0,0,0,-1,-1
1,0,0,0,-1,-1
1,0,0,0,-1,-1
1,0,1,-0.723877155839203,-1,-1
1,0,0,-0.366139763599385,-1,-1
0,0,1,1,1,-1
1,0,1,0,-1,-1
1,0,0,0,-1,-1
1,0,0,-0.468430897313795,-1,-1
1,0,0,0,-1,-1
1,0,0,0,-1,-1
1,0,0,-0.737274388652008,-1,-1
1,0,0,0.252180272892446,-1,-1
1,0,0,-0.745176384511284,-1,-1
1,0,0,0,-1,-1
1,0,0,-0.597491114521068,-1,-1
1,0,1,0,-1,-1
